15,3;2021-06-15T00:00:10+07:00
15,6;2021-06-15T00:02:10+07:00
15,5;2021-06-15T00:06:10+07:00
15,2;2021-06-15T00:08:10+07:00
15,0;2021-06-15T00:10:10+07:00
14,7;2021-06-15T00:28:10+07:00
14,8;2021-06-15T00:44:10+07:00
14,7;2021-06-15T00:48:10+07:00
14,8;2021-06-15T00:50:10+07:00
14,7;2021-06-15T00:52:10+07:00
14,6;2021-06-15T00:54:10+07:00
14,5;2021-06-15T00:56:10+07:00
14,6;2021-06-15T00:58:10+07:00
14,5;2021-06-15T01:02:10+07:00
14,6;2021-06-15T01:06:10+07:00
14,7;2021-06-15T01:10:10+07:00
14,6;2021-06-15T01:14:10+07:00
14,5;2021-06-15T01:20:10+07:00
14,4;2021-06-15T01:22:10+07:00
14,0;2021-06-15T01:30:10+07:00
13,9;2021-06-15T01:34:10+07:00
13,7;2021-06-15T01:40:10+07:00
13,6;2021-06-15T01:44:10+07:00
13,5;2021-06-15T01:56:10+07:00
13,4;2021-06-15T02:00:10+07:00
13,2;2021-06-15T02:16:10+07:00
13,1;2021-06-15T02:22:10+07:00
13,0;2021-06-15T02:30:10+07:00
12,9;2021-06-15T02:44:10+07:00
12,8;2021-06-15T03:08:10+07:00
12,6;2021-06-15T03:32:10+07:00
12,5;2021-06-15T03:44:10+07:00
12,4;2021-06-15T03:50:10+07:00
12,5;2021-06-15T03:54:10+07:00
12,4;2021-06-15T03:56:10+07:00
12,3;2021-06-15T04:00:10+07:00
12,5;2021-06-15T04:02:10+07:00
12,4;2021-06-15T04:06:10+07:00
12,3;2021-06-15T04:08:10+07:00
12,1;2021-06-15T04:10:10+07:00
12,3;2021-06-15T04:12:10+07:00
12,5;2021-06-15T04:16:10+07:00
12,6;2021-06-15T04:20:10+07:00
12,5;2021-06-15T04:36:10+07:00
12,6;2021-06-15T04:40:10+07:00
12,5;2021-06-15T04:42:10+07:00
12,4;2021-06-15T04:44:10+07:00
12,3;2021-06-15T04:46:10+07:00
12,1;2021-06-15T04:50:10+07:00
12,0;2021-06-15T04:56:10+07:00
11,9;2021-06-15T05:04:10+07:00
12,0;2021-06-15T05:06:10+07:00
12,1;2021-06-15T05:12:10+07:00
12,3;2021-06-15T05:18:10+07:00
12,1;2021-06-15T05:22:10+07:00
12,3;2021-06-15T05:24:10+07:00
12,1;2021-06-15T05:26:10+07:00
12,0;2021-06-15T05:28:10+07:00
12,1;2021-06-15T05:30:10+07:00
12,0;2021-06-15T05:34:10+07:00
12,1;2021-06-15T05:36:10+07:00
12,0;2021-06-15T05:52:10+07:00
12,1;2021-06-15T05:54:10+07:00
12,3;2021-06-15T06:00:10+07:00
12,4;2021-06-15T06:06:10+07:00
12,6;2021-06-15T06:08:10+07:00
13,2;2021-06-15T06:10:10+07:00
13,9;2021-06-15T06:12:10+07:00
15,3;2021-06-15T06:14:10+07:00
17,0;2021-06-15T06:16:10+07:00
17,8;2021-06-15T06:20:10+07:00
17,9;2021-06-15T06:22:10+07:00
18,0;2021-06-15T06:24:10+07:00
18,2;2021-06-15T06:26:10+07:00
17,9;2021-06-15T06:28:10+07:00
18,4;2021-06-15T06:30:10+07:00
18,2;2021-06-15T06:32:10+07:00
18,5;2021-06-15T06:34:10+07:00
18,2;2021-06-15T06:36:10+07:00
17,6;2021-06-15T06:38:10+07:00
17,4;2021-06-15T06:40:10+07:00
18,2;2021-06-15T06:42:10+07:00
19,2;2021-06-15T06:44:10+07:00
19,4;2021-06-15T06:46:10+07:00
20,3;2021-06-15T06:48:10+07:00
20,5;2021-06-15T06:52:10+07:00
19,4;2021-06-15T06:54:10+07:00
18,6;2021-06-15T06:56:10+07:00
19,0;2021-06-15T06:58:10+07:00
18,6;2021-06-15T07:00:10+07:00
19,1;2021-06-15T07:02:10+07:00
18,7;2021-06-15T07:04:10+07:00
18,5;2021-06-15T07:06:10+07:00
19,2;2021-06-15T07:08:10+07:00
18,7;2021-06-15T07:10:10+07:00
19,2;2021-06-15T07:12:10+07:00
19,1;2021-06-15T07:14:10+07:00
18,8;2021-06-15T07:16:10+07:00
18,2;2021-06-15T07:18:10+07:00
17,0;2021-06-15T07:20:10+07:00
15,7;2021-06-15T07:22:10+07:00
15,5;2021-06-15T07:24:10+07:00
15,3;2021-06-15T07:26:10+07:00
15,2;2021-06-15T07:28:10+07:00
15,1;2021-06-15T07:34:10+07:00
15,2;2021-06-15T07:40:10+07:00
15,1;2021-06-15T07:42:10+07:00
15,2;2021-06-15T07:46:10+07:00
15,1;2021-06-15T07:48:11+07:00
15,2;2021-06-15T07:50:10+07:00
15,3;2021-06-15T07:52:10+07:00
15,5;2021-06-15T07:56:10+07:00
15,3;2021-06-15T08:00:10+07:00
15,2;2021-06-15T08:04:10+07:00
15,3;2021-06-15T08:06:10+07:00
15,5;2021-06-15T08:08:10+07:00
15,6;2021-06-15T08:12:10+07:00
15,7;2021-06-15T08:14:10+07:00
15,8;2021-06-15T08:16:10+07:00
15,7;2021-06-15T08:20:10+07:00
15,8;2021-06-15T08:24:10+07:00
15,9;2021-06-15T08:26:10+07:00
16,1;2021-06-15T08:34:10+07:00
16,2;2021-06-15T08:40:10+07:00
16,3;2021-06-15T08:44:10+07:00
16,6;2021-06-15T08:46:10+07:00
16,3;2021-06-15T08:48:10+07:00
17,0;2021-06-15T08:54:10+07:00
16,9;2021-06-15T08:58:10+07:00
17,0;2021-06-15T09:00:10+07:00
17,2;2021-06-15T09:24:10+07:00
17,0;2021-06-15T09:26:10+07:00
17,2;2021-06-15T09:30:10+07:00
17,3;2021-06-15T09:32:10+07:00
17,2;2021-06-15T09:34:10+07:00
17,0;2021-06-15T09:36:10+07:00
17,3;2021-06-15T09:38:10+07:00
17,4;2021-06-15T09:40:10+07:00
17,6;2021-06-15T09:42:10+07:00
17,5;2021-06-15T09:44:10+07:00
17,6;2021-06-15T09:46:10+07:00
17,8;2021-06-15T09:48:10+07:00
17,9;2021-06-15T09:56:10+07:00
18,0;2021-06-15T09:58:10+07:00
18,1;2021-06-15T10:06:10+07:00
18,2;2021-06-15T10:08:10+07:00
18,1;2021-06-15T10:14:10+07:00
18,0;2021-06-15T10:16:10+07:00
18,2;2021-06-15T10:20:10+07:00
18,1;2021-06-15T10:22:10+07:00
18,2;2021-06-15T10:24:10+07:00
18,4;2021-06-15T10:26:10+07:00
18,5;2021-06-15T10:32:10+07:00
18,6;2021-06-15T10:34:10+07:00
18,7;2021-06-15T10:38:10+07:00
18,8;2021-06-15T10:40:10+07:00
18,7;2021-06-15T10:44:10+07:00
18,8;2021-06-15T10:48:10+07:00
19,0;2021-06-15T10:50:10+07:00
18,8;2021-06-15T10:54:10+07:00
18,7;2021-06-15T10:56:10+07:00
18,8;2021-06-15T11:02:10+07:00
19,0;2021-06-15T11:04:10+07:00
19,1;2021-06-15T11:06:10+07:00
18,8;2021-06-15T11:08:10+07:00
18,7;2021-06-15T11:10:10+07:00
18,8;2021-06-15T11:12:10+07:00
18,7;2021-06-15T11:20:10+07:00
19,0;2021-06-15T11:24:10+07:00
19,1;2021-06-15T11:26:10+07:00
19,0;2021-06-15T11:30:10+07:00
19,1;2021-06-15T11:32:10+07:00
19,0;2021-06-15T11:34:10+07:00
18,8;2021-06-15T11:38:10+07:00
19,0;2021-06-15T11:40:10+07:00
19,3;2021-06-15T11:42:10+07:00
19,2;2021-06-15T11:44:10+07:00
19,4;2021-06-15T11:46:10+07:00
19,3;2021-06-15T11:50:10+07:00
19,4;2021-06-15T11:56:10+07:00
19,6;2021-06-15T12:10:10+07:00
19,7;2021-06-15T12:12:10+07:00
19,6;2021-06-15T12:14:10+07:00
19,4;2021-06-15T12:20:10+07:00
19,7;2021-06-15T12:22:10+07:00
19,6;2021-06-15T12:24:10+07:00
19,8;2021-06-15T12:28:10+07:00
19,7;2021-06-15T12:30:10+07:00
19,8;2021-06-15T12:34:10+07:00
19,9;2021-06-15T12:36:10+07:00
19,8;2021-06-15T12:40:10+07:00
20,0;2021-06-15T12:50:10+07:00
19,8;2021-06-15T12:52:10+07:00
19,9;2021-06-15T12:56:10+07:00
