19,2;2021-06-09T00:00:10+07:00
19,1;2021-06-09T00:02:10+07:00
19,0;2021-06-09T00:04:10+07:00
18,8;2021-06-09T00:08:10+07:00
19,0;2021-06-09T00:16:10+07:00
18,8;2021-06-09T00:22:10+07:00
18,7;2021-06-09T00:24:10+07:00
18,5;2021-06-09T00:26:10+07:00
18,6;2021-06-09T00:28:10+07:00
18,4;2021-06-09T00:32:10+07:00
18,5;2021-06-09T00:34:10+07:00
18,7;2021-06-09T00:36:10+07:00
18,6;2021-06-09T00:40:10+07:00
18,4;2021-06-09T00:42:10+07:00
18,2;2021-06-09T00:46:10+07:00
18,1;2021-06-09T00:48:10+07:00
18,0;2021-06-09T00:50:10+07:00
17,9;2021-06-09T00:52:10+07:00
18,0;2021-06-09T00:54:10+07:00
18,2;2021-06-09T00:58:10+07:00
18,4;2021-06-09T01:02:10+07:00
18,1;2021-06-09T01:04:10+07:00
18,2;2021-06-09T01:06:10+07:00
18,1;2021-06-09T01:08:10+07:00
18,0;2021-06-09T01:10:10+07:00
17,9;2021-06-09T01:12:10+07:00
17,8;2021-06-09T01:14:10+07:00
17,6;2021-06-09T01:18:10+07:00
17,5;2021-06-09T01:20:10+07:00
17,6;2021-06-09T01:24:10+07:00
17,5;2021-06-09T01:26:10+07:00
17,6;2021-06-09T01:28:10+07:00
17,8;2021-06-09T01:30:10+07:00
17,6;2021-06-09T01:42:10+07:00
17,3;2021-06-09T01:44:10+07:00
17,0;2021-06-09T01:46:10+07:00
17,3;2021-06-09T01:54:10+07:00
17,0;2021-06-09T01:56:10+07:00
16,2;2021-06-09T03:18:10+07:00
16,1;2021-06-09T03:22:10+07:00
16,3;2021-06-09T03:28:10+07:00
17,0;2021-06-09T03:30:10+07:00
16,3;2021-06-09T03:32:10+07:00
16,2;2021-06-09T03:36:10+07:00
15,9;2021-06-09T03:38:10+07:00
15,8;2021-06-09T03:40:10+07:00
16,1;2021-06-09T03:42:10+07:00
16,2;2021-06-09T03:46:10+07:00
16,4;2021-06-09T03:48:10+07:00
16,2;2021-06-09T03:52:10+07:00
16,1;2021-06-09T03:54:10+07:00
16,2;2021-06-09T04:00:10+07:00
16,1;2021-06-09T04:04:10+07:00
15,8;2021-06-09T04:06:10+07:00
15,7;2021-06-09T04:10:10+07:00
15,6;2021-06-09T04:14:10+07:00
15,7;2021-06-09T04:16:10+07:00
15,8;2021-06-09T04:18:10+07:00
15,9;2021-06-09T04:20:10+07:00
15,7;2021-06-09T04:22:10+07:00
15,6;2021-06-09T04:24:10+07:00
15,5;2021-06-09T04:30:10+07:00
15,6;2021-06-09T04:32:10+07:00
15,7;2021-06-09T04:34:10+07:00
15,8;2021-06-09T04:36:10+07:00
15,7;2021-06-09T04:42:10+07:00
15,6;2021-06-09T04:44:10+07:00
15,3;2021-06-09T04:50:10+07:00
15,5;2021-06-09T04:54:10+07:00
15,6;2021-06-09T04:56:10+07:00
15,7;2021-06-09T04:58:10+07:00
15,8;2021-06-09T05:10:10+07:00
15,7;2021-06-09T05:12:10+07:00
15,6;2021-06-09T05:14:10+07:00
15,5;2021-06-09T05:16:10+07:00
16,1;2021-06-09T05:20:10+07:00
16,3;2021-06-09T05:22:10+07:00
16,2;2021-06-09T05:24:10+07:00
15,9;2021-06-09T05:26:10+07:00
15,8;2021-06-09T05:28:10+07:00
15,9;2021-06-09T05:40:10+07:00
16,1;2021-06-09T05:46:10+07:00
16,2;2021-06-09T05:48:10+07:00
16,3;2021-06-09T05:50:10+07:00
16,6;2021-06-09T05:52:10+07:00
17,0;2021-06-09T05:54:10+07:00
16,1;2021-06-09T06:02:10+07:00
15,9;2021-06-09T06:04:10+07:00
16,1;2021-06-09T06:06:10+07:00
16,3;2021-06-09T06:08:10+07:00
16,2;2021-06-09T06:12:10+07:00
15,9;2021-06-09T06:14:10+07:00
16,1;2021-06-09T06:16:10+07:00
16,4;2021-06-09T06:18:10+07:00
17,0;2021-06-09T06:20:10+07:00
17,2;2021-06-09T06:26:15+07:00
17,0;2021-06-09T06:28:10+07:00
18,2;2021-06-09T06:30:10+07:00
19,0;2021-06-09T06:32:10+07:00
19,1;2021-06-09T06:34:10+07:00
19,2;2021-06-09T06:36:10+07:00
19,4;2021-06-09T06:38:10+07:00
19,7;2021-06-09T06:40:10+07:00
19,4;2021-06-09T06:42:10+07:00
19,6;2021-06-09T06:44:10+07:00
19,9;2021-06-09T06:46:10+07:00
20,4;2021-06-09T06:48:10+07:00
20,3;2021-06-09T06:50:10+07:00
20,4;2021-06-09T06:52:10+07:00
20,3;2021-06-09T06:56:10+07:00
20,5;2021-06-09T06:58:10+07:00
20,7;2021-06-09T07:00:10+07:00
21,0;2021-06-09T07:02:10+07:00
22,1;2021-06-09T07:06:10+07:00
22,8;2021-06-09T07:08:10+07:00
21,5;2021-06-09T07:10:10+07:00
19,8;2021-06-09T07:12:10+07:00
18,4;2021-06-09T07:14:10+07:00
17,3;2021-06-09T07:16:10+07:00
17,0;2021-06-09T07:18:10+07:00
17,3;2021-06-09T07:48:10+07:00
17,2;2021-06-09T07:50:10+07:00
17,0;2021-06-09T07:52:10+07:00
17,4;2021-06-09T07:54:10+07:00
17,5;2021-06-09T07:56:10+07:00
17,6;2021-06-09T07:58:10+07:00
17,5;2021-06-09T08:00:10+07:00
17,8;2021-06-09T08:06:10+07:00
18,0;2021-06-09T08:08:10+07:00
18,2;2021-06-09T08:12:10+07:00
18,0;2021-06-09T08:16:10+07:00
18,2;2021-06-09T08:18:10+07:00
18,1;2021-06-09T08:22:10+07:00
18,0;2021-06-09T08:24:10+07:00
18,1;2021-06-09T08:28:10+07:00
18,2;2021-06-09T08:30:10+07:00
18,5;2021-06-09T08:32:10+07:00
18,7;2021-06-09T08:50:10+07:00
18,8;2021-06-09T08:54:10+07:00
19,0;2021-06-09T08:56:10+07:00
19,1;2021-06-09T08:58:10+07:00
19,0;2021-06-09T09:00:10+07:00
19,3;2021-06-09T09:02:10+07:00
19,4;2021-06-09T09:06:10+07:00
19,6;2021-06-09T09:12:10+07:00
19,7;2021-06-09T09:14:10+07:00
19,8;2021-06-09T09:18:10+07:00
19,9;2021-06-09T09:20:10+07:00
19,8;2021-06-09T09:26:10+07:00
19,9;2021-06-09T09:28:10+07:00
20,0;2021-06-09T09:30:10+07:00
19,8;2021-06-09T09:34:10+07:00
20,0;2021-06-09T09:38:10+07:00
20,3;2021-06-09T09:40:10+07:00
20,4;2021-06-09T09:42:10+07:00
20,3;2021-06-09T09:46:10+07:00
20,2;2021-06-09T09:52:10+07:00
20,4;2021-06-09T09:54:10+07:00
20,6;2021-06-09T09:56:10+07:00
20,7;2021-06-09T09:58:10+07:00
20,5;2021-06-09T10:00:10+07:00
20,6;2021-06-09T10:02:11+07:00
20,7;2021-06-09T10:04:10+07:00
20,9;2021-06-09T10:06:10+07:00
21,1;2021-06-09T10:12:10+07:00
21,0;2021-06-09T10:14:10+07:00
20,9;2021-06-09T10:16:10+07:00
21,1;2021-06-09T10:18:10+07:00
21,3;2021-06-09T10:24:10+07:00
21,5;2021-06-09T10:28:10+07:00
21,7;2021-06-09T10:30:10+07:00
21,8;2021-06-09T10:32:10+07:00
21,6;2021-06-09T10:36:10+07:00
21,8;2021-06-09T10:42:10+07:00
22,1;2021-06-09T10:44:10+07:00
22,2;2021-06-09T10:54:10+07:00
22,4;2021-06-09T10:56:10+07:00
22,3;2021-06-09T11:00:10+07:00
22,4;2021-06-09T11:08:10+07:00
22,5;2021-06-09T11:12:10+07:00
22,6;2021-06-09T11:14:10+07:00
22,8;2021-06-09T11:16:10+07:00
22,6;2021-06-09T11:22:13+07:00
22,8;2021-06-09T11:24:10+07:00
22,9;2021-06-09T11:26:10+07:00
23,1;2021-06-09T11:28:10+07:00
23,3;2021-06-09T11:30:10+07:00
23,2;2021-06-09T11:32:10+07:00
22,9;2021-06-09T11:36:10+07:00
23,0;2021-06-09T11:38:10+07:00
23,1;2021-06-09T11:40:10+07:00
23,2;2021-06-09T11:46:10+07:00
23,5;2021-06-09T11:54:10+07:00
23,3;2021-06-09T12:00:10+07:00
23,6;2021-06-09T12:02:10+07:00
23,7;2021-06-09T12:04:10+07:00
23,6;2021-06-09T12:06:10+07:00
23,5;2021-06-09T12:08:10+07:00
23,3;2021-06-09T12:12:10+07:00
23,5;2021-06-09T12:14:10+07:00
23,7;2021-06-09T12:18:10+07:00
23,8;2021-06-09T12:20:10+07:00
23,7;2021-06-09T12:22:10+07:00
23,5;2021-06-09T12:24:10+07:00
23,6;2021-06-09T12:26:10+07:00
23,7;2021-06-09T12:28:10+07:00
23,8;2021-06-09T12:30:10+07:00
23,9;2021-06-09T12:32:10+07:00
23,7;2021-06-09T12:38:10+07:00
23,6;2021-06-09T12:44:10+07:00
23,8;2021-06-09T12:48:10+07:00
23,7;2021-06-09T12:50:10+07:00
23,6;2021-06-09T12:52:10+07:00
23,2;2021-06-09T12:54:10+07:00
23,3;2021-06-09T12:56:10+07:00
23,5;2021-06-09T12:58:10+07:00
23,3;2021-06-09T13:00:10+07:00
23,6;2021-06-09T13:02:10+07:00
23,7;2021-06-09T13:06:10+07:00
23,5;2021-06-09T13:10:10+07:00
23,7;2021-06-09T13:12:10+07:00
23,9;2021-06-09T13:14:10+07:00
23,7;2021-06-09T13:16:10+07:00
23,5;2021-06-09T13:18:10+07:00
23,6;2021-06-09T13:22:10+07:00
23,5;2021-06-09T13:24:10+07:00
23,7;2021-06-09T13:26:10+07:00
23,8;2021-06-09T13:28:10+07:00
23,6;2021-06-09T13:30:10+07:00
23,7;2021-06-09T13:32:10+07:00
23,6;2021-06-09T13:40:10+07:00
23,5;2021-06-09T13:42:10+07:00
23,2;2021-06-09T13:44:10+07:00
23,1;2021-06-09T13:46:10+07:00
23,2;2021-06-09T13:48:10+07:00
23,1;2021-06-09T13:50:10+07:00
23,5;2021-06-09T14:00:10+07:00
23,6;2021-06-09T14:02:10+07:00
23,7;2021-06-09T14:04:10+07:00
23,3;2021-06-09T14:08:10+07:00
23,1;2021-06-09T14:10:10+07:00
23,3;2021-06-09T14:12:10+07:00
23,7;2021-06-09T14:14:10+07:00
23,8;2021-06-09T14:20:10+07:00
23,3;2021-06-09T14:22:10+07:00
23,1;2021-06-09T14:24:10+07:00
23,3;2021-06-09T14:26:10+07:00
23,5;2021-06-09T14:28:10+07:00
23,2;2021-06-09T14:32:10+07:00
23,1;2021-06-09T14:38:11+07:00
23,5;2021-06-09T14:44:10+07:00
23,6;2021-06-09T14:46:10+07:00
23,5;2021-06-09T14:48:10+07:00
23,2;2021-06-09T14:50:10+07:00
23,3;2021-06-09T14:56:10+07:00
23,5;2021-06-09T14:58:10+07:00
23,2;2021-06-09T15:00:10+07:00
23,5;2021-06-09T15:04:10+07:00
23,3;2021-06-09T15:06:17+07:00
23,1;2021-06-09T15:08:10+07:00
23,0;2021-06-09T15:10:10+07:00
23,1;2021-06-09T15:12:10+07:00
