15,2;2021-06-10T00:00:10+07:00
15,1;2021-06-10T00:08:10+07:00
15,0;2021-06-10T00:18:10+07:00
15,1;2021-06-10T00:20:10+07:00
15,0;2021-06-10T00:24:10+07:00
14,7;2021-06-10T00:30:10+07:00
14,6;2021-06-10T00:36:10+07:00
14,5;2021-06-10T00:54:10+07:00
14,4;2021-06-10T00:58:10+07:00
14,2;2021-06-10T01:06:10+07:00
14,0;2021-06-10T01:18:10+07:00
13,9;2021-06-10T01:24:10+07:00
13,7;2021-06-10T01:30:10+07:00
13,6;2021-06-10T01:44:10+07:00
13,5;2021-06-10T01:46:10+07:00
13,4;2021-06-10T01:48:10+07:00
13,5;2021-06-10T01:50:10+07:00
13,4;2021-06-10T01:52:10+07:00
13,2;2021-06-10T02:00:10+07:00
13,4;2021-06-10T02:02:10+07:00
13,2;2021-06-10T02:08:10+07:00
13,1;2021-06-10T02:10:10+07:00
13,0;2021-06-10T02:14:10+07:00
12,9;2021-06-10T02:16:10+07:00
12,8;2021-06-10T02:28:10+07:00
12,6;2021-06-10T02:30:10+07:00
12,5;2021-06-10T02:48:10+07:00
12,4;2021-06-10T02:54:10+07:00
12,3;2021-06-10T02:56:10+07:00
12,1;2021-06-10T02:58:10+07:00
12,3;2021-06-10T03:04:10+07:00
12,0;2021-06-10T03:06:10+07:00
11,9;2021-06-10T03:10:10+07:00
11,8;2021-06-10T03:14:10+07:00
11,6;2021-06-10T03:18:10+07:00
11,5;2021-06-10T03:22:10+07:00
11,4;2021-06-10T03:26:10+07:00
CONLOST;2021-06-10T03:37:30+07:00
11,1;2021-06-10T03:40:10+07:00
11,0;2021-06-10T03:42:10+07:00
10,9;2021-06-10T03:48:10+07:00
10,8;2021-06-10T03:52:10+07:00
10,6;2021-06-10T03:56:10+07:00
10,8;2021-06-10T03:58:10+07:00
10,6;2021-06-10T04:04:10+07:00
10,5;2021-06-10T04:10:10+07:00
10,4;2021-06-10T04:18:10+07:00
10,3;2021-06-10T04:20:10+07:00
10,4;2021-06-10T04:22:10+07:00
10,3;2021-06-10T04:24:10+07:00
10,1;2021-06-10T04:26:10+07:00
10,3;2021-06-10T04:28:10+07:00
10,1;2021-06-10T04:30:10+07:00
10,3;2021-06-10T04:34:10+07:00
10,1;2021-06-10T04:36:10+07:00
10,0;2021-06-10T04:38:10+07:00
9,8;2021-06-10T04:40:10+07:00
9,9;2021-06-10T04:42:10+07:00
