18,8;2021-06-17T00:00:10+07:00
19,0;2021-06-17T00:10:10+07:00
19,1;2021-06-17T00:12:10+07:00
19,0;2021-06-17T00:14:10+07:00
18,8;2021-06-17T00:16:10+07:00
18,7;2021-06-17T00:18:10+07:00
18,6;2021-06-17T00:20:10+07:00
18,5;2021-06-17T00:22:10+07:00
18,4;2021-06-17T00:26:10+07:00
18,2;2021-06-17T00:30:10+07:00
18,4;2021-06-17T00:40:10+07:00
18,5;2021-06-17T00:42:10+07:00
18,4;2021-06-17T00:44:10+07:00
18,0;2021-06-17T00:56:10+07:00
17,9;2021-06-17T00:58:10+07:00
17,8;2021-06-17T01:00:10+07:00
17,6;2021-06-17T01:06:10+07:00
17,8;2021-06-17T01:08:10+07:00
17,9;2021-06-17T01:10:10+07:00
17,8;2021-06-17T01:12:10+07:00
17,6;2021-06-17T01:14:10+07:00
17,5;2021-06-17T01:18:10+07:00
17,2;2021-06-17T01:20:10+07:00
17,3;2021-06-17T01:22:10+07:00
17,5;2021-06-17T01:24:10+07:00
17,6;2021-06-17T01:26:10+07:00
17,8;2021-06-17T01:28:10+07:00
17,6;2021-06-17T01:30:10+07:00
17,5;2021-06-17T01:32:10+07:00
17,2;2021-06-17T01:34:10+07:00
17,4;2021-06-17T01:38:10+07:00
17,2;2021-06-17T01:40:10+07:00
17,5;2021-06-17T01:42:10+07:00
17,2;2021-06-17T01:46:10+07:00
17,0;2021-06-17T01:48:10+07:00
16,6;2021-06-17T02:38:10+07:00
16,2;2021-06-17T02:40:10+07:00
16,1;2021-06-17T02:44:10+07:00
15,9;2021-06-17T02:48:10+07:00
15,8;2021-06-17T02:52:10+07:00
15,7;2021-06-17T02:54:10+07:00
15,6;2021-06-17T02:58:10+07:00
15,7;2021-06-17T03:06:10+07:00
15,6;2021-06-17T03:10:10+07:00
15,5;2021-06-17T03:12:10+07:00
15,6;2021-06-17T03:22:10+07:00
15,5;2021-06-17T03:28:10+07:00
15,3;2021-06-17T03:30:10+07:00
15,2;2021-06-17T03:32:10+07:00
15,3;2021-06-17T03:38:10+07:00
15,2;2021-06-17T03:40:10+07:00
15,3;2021-06-17T03:42:10+07:00
15,2;2021-06-17T03:46:10+07:00
15,3;2021-06-17T03:52:10+07:00
15,5;2021-06-17T03:54:10+07:00
15,3;2021-06-17T03:56:10+07:00
15,1;2021-06-17T03:58:10+07:00
14,8;2021-06-17T04:00:10+07:00
14,7;2021-06-17T04:02:10+07:00
14,6;2021-06-17T04:14:10+07:00
